stasiun_id,net,kode_stasiun,lintang,bujur,elevasi,lokasi,provinsi,provinsi_id,upt_penanggung_jawab,upt_id,status,tahun_instalasi,jaringan,jaringan_id,prioritas,keterangan,accelerometer,digitizer_komunikasi,tipe_shelter,lokasi_shelter,penjaga_shelter,kondisi_shelter,assets_shelter,access_shelter,photo_shelter,penggantian_terakhir_alat,updated_at,quality_percentage,result,site_quality,summary_kualitas,persentase_kualitas
147,"IA","KARPI","-0.0610000","130.9910000",21,"Kabare, Raja Ampat, Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",86.52,"Cukup Baik","Good","Cukup Baik","86.5%"
148,"IA","KASAI","2.4918930","97.8582390",4,"Station Type A, Kota Baharu, Aceh Singkil,","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2022,"ALOPTAMA 2022",12,"P1",,"installed","Nanometrics-Centaur-2022-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",0,"Mati","Fair","Mati","0.0%"
149,"IA","KBBI","-8.2860000","115.2547000",1053,"Station Type B Kintamani,Bangli,Bali","Bali",12,"Stageof-Denpasar",17,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:12.000Z",76.17,"Cukup Baik","Fair","Cukup Baik","76.2%"
150,"IA","KBJM","-7.0505000","111.2329000",62,"Type MR, Kunduran,Blora,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",78.28,"Cukup Baik","Poor","Cukup Baik","78.3%"
151,"IA","KBKI","-3.2995000","116.1668000",65,"Station Kotabaru, Kalimantan","Kalimantan Selatan",27,"Stageof-Balikpapan",21,"aktif",2007,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:13.000Z",1,"Buruk","Poor","Buruk","1.0%"
152,"IA","KBSSI","-9.5930000","118.9930000",22,"Kodi Bangedo, Sumba Barat Daya, Nusa Tenggara","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",98.68,"Baik","Good","Baik","98.7%"
153,"IA","KDI","-3.9574300","122.6192600",55,"Station Kendari, Sulawesi","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2006,"REIS",8,"P2",,"not_installed","Meisei-G1019-2018-VSAT-M2M","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:13.000Z",48.5,"Buruk","Good","Buruk","48.5%"
154,"IA","KGCM","0.6397020","122.8516480",32,"Type MR, Kwandang,Gorontalo,Gorontalo","Gorontalo",26,"Stageof-Gorontalo",31,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",80.52,"Cukup Baik","Poor","Cukup Baik","80.5%"
155,"IA","KHK","-8.3640400","115.6096400",220,"Station Kahang-Kahang, Bali","Bali",12,"Stageof-Denpasar",17,"aktif",2007,"REIS",8,"P1",,"installed","Meisei-G1019-2018-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:13.000Z",99.76,"Baik","-","Baik","99.8%"
156,"IA","KHSSI","-9.8010000","119.9450000",608,"Katala Hamu Lingu, Sumba Timur, Nusa Tenggara","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",99.63,"Baik","Very Good","Baik","99.6%"
157,"IA","KIMPI","-7.9790000","138.8520000",8,"Kimaam, Merauke, Papua","Papua Selatan",23,"Stageof-Jayapura",8,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",0,"Mati","Fair","Mati","0.0%"
158,"IA","KJCM","-5.5646000","119.8026000",199,"Station Type MR, Kelara, Sulawesi Selatan","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-VSAT-M2M",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",92.73,"Baik","Good","Baik","92.7%"
159,"IA","KKJM","-7.8433840","110.0572480",115,"Type MR, Kokap, Kulon Progo, D.I Yogyakarta","Yogyakarta",24,"Stageof-Sleman",29,"aktif",2023,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2023-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",99.9,"Baik","Very Good","Baik","99.9%"
160,"IA","KKKI","-2.5137000","110.1951000",39,"Station Type A, Kendawangan,Ketapang,Kalimantan Barat","Kalimantan Barat",28,"Stageof-Sleman",29,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur6-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",43.25,"Buruk","Poor","Buruk","43.3%"
161,"IA","KKKKI","-1.8711430","113.4198010",79,"Station Type A, Katingan Kuala, Katingan, Kalimantan","Kalimantan Tengah",22,"Stageof-Balikpapan",21,"aktif",2022,"ALOPTAMA 2022",12,"P1",,"installed","Nanometrics-Centaur-2022-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",94.68,"Baik","Good","Baik","94.7%"
162,"IA","KKMI","-5.6923000","132.7180000",72,"Station Type A, Kei Kecil,Maluku Tenggara,Maluku","Maluku",2,"Stageof-Maluku-Tenggara-Barat",9,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur6-2019-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",0,"Mati","Fair","Mati","0.0%"
163,"IA","KKSI","-4.1718000","121.6513000",89.03,"Station Kolaka, Sulawesi, Indonesia (BMKG)","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2008,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2024-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:13.000Z",45.87,"Buruk","Fair","Buruk","45.9%"
164,"IA","KKTKI","1.1860940","116.9493170",113,"Station Type A, Kombeng, Kutai Timur, Kalimantan","Kalimantan Timur",15,"Stageof-Balikpapan",21,"aktif",2022,"ALOPTAMA 2022",12,"P1",,"installed","Nanometrics-Centaur-2022-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:13.000Z",98.17,"Baik","Good","Baik","98.2%"
165,"IA","KLI","-4.8363000","104.8705200",64,"Station Kotabumi, Indonesia","Lampung",29,"Stageof-Lampung-Utara",24,"aktif",2005,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:14.000Z",91.35,"Baik","Fair","Baik","91.3%"
166,"IA","KLJI","-7.9960700","113.2517500",240,"Station Type B Klakah,Lumajang,Jawa Timur","Jawa Timur",3,"Stageof-Malang",28,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",78.67,"Cukup Baik","Fair","Cukup Baik","78.7%"
167,"IA","KLNI","-8.4218800","116.0949200",99,"Station Mataram, Plombok, BMG, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2006,"LIBRA",2,"P1",,"installed","Guralp-Minimus+2021-VSAT-M2M","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",99.67,"Baik","Good","Baik","99.7%"
168,"IA","KLSI","-4.6871000","104.7317000",80.7,"Station Kotabumi China","Lampung",29,"Stageof-Lampung-Utara",24,"aktif",2007,"China",3,"P2",,"not_installed","Rsensor-NDAS-8426-2025-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",40.9,"Buruk","Poor","Buruk","40.9%"
169,"IA","KLSM","3.0863000","97.3298000",18,"Type MR, Kluet Utara,Aceh Selatan,Aceh","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",1,"Buruk","Fair","Buruk","1.0%"
170,"IA","KMBFM","-8.5654217","120.3131100",1217,"Station Type MR, Kuwus, Manggarai Barat, Nusa","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",87.74,"Cukup Baik","Good","Cukup Baik","87.7%"
171,"IA","KMMI","-7.0412000","113.9157000",49.14,"Station Kalianget, Indonesia","Jawa Timur",3,"Stageof-Pasuruan",3,"aktif",2005,"LIBRA",2,"P1",,"installed","Guralp-Minimus+2021-GSM","surface","outside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:14.000Z",85.37,"Cukup Baik","Good","Cukup Baik","85.4%"
172,"IA","KMNI","-8.6210000","116.0892000",19,"Kota Mataram Nusa Tenggara Barat Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2021,"BB2021",13,"P1",,"installed","Guralp-Minimus-2021-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",77.08,"Cukup Baik","Poor","Cukup Baik","77.1%"
173,"IA","KMPI","-3.6616000","133.7044000",90.04,"Station Kaimana, Papua, Indonesia (BMKG)","Papua Barat",6,"Stageof-Sorong",6,"aktif",2008,"LIBRA",2,"P1",,"not_installed","Guralp-Minimus+2021-Idirect","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",1,"Buruk","Fair","Buruk","1.0%"
174,"IA","KMSI","0.5745000","123.9800000",218,"Station Kotamubagu, Sulawesi","Sulawesi Utara",30,"Stageof-Manado",32,"aktif",2007,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",92.71,"Baik","Good","Baik","92.7%"
175,"IA","KOMFI","-8.5360000","119.5470000",16,"Komodo, Manggarai Barat, Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",91.58,"Baik","Good","Baik","91.6%"
176,"IA","KORPI","-1.1580000","129.8450000",11,"Kofiau, Raja Ampat, Papua Barat","Papua Barat",6,"Stageof-Sorong",6,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",83.1,"Cukup Baik","Good","Cukup Baik","83.1%"
177,"IA","KPJI","-7.3333000","108.9310000",111,"Station Karang Pucung, Java","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2007,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",0,"Mati","Very Good","Mati","0.0%"
178,"IA","KPJM","-7.1883000","111.9281000",23,"Type MR, Kapas,Bojonegoro,Jawa Timur","Jawa Timur",3,"Stageof-Nganjuk",12,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",70.9,"Cukup Baik","Poor","Cukup Baik","70.9%"
179,"IA","KRAI","-3.3183650","128.3947450",61,"Station Kairatu, Seram Bagian Barat, Maluku","Maluku",2,"Stageof-Ambon",2,"aktif",2009,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:14.000Z",93.42,"Baik","Good","Baik","93.4%"
180,"IA","KRJI","-2.0912000","101.4619000",810.88,"Station Kerinci, Sumatra","Jambi",19,"Stageof-Kepahiang",4,"aktif",2006,"LIBRA",2,"P1",,"not_installed","Guralp-Minimus+2021-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:15.000Z",88.14,"Cukup Baik","Poor","Cukup Baik","88.1%"
181,"IA","KRSI","-1.8200000","119.4200000",60.3,"Station Karosa China","Sulawesi Barat",31,"Stageof-Palu",7,"aktif",2019,"China",3,"P1",,"not_installed","Guralp-Minimus+2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",0,"Mati","Good","Mati","0.0%"
182,"IA","KSI","-3.6517000","102.5929000",539,"Station Kepahiang, Indonesia","Bengkulu",4,"Stageof-Kepahiang",4,"aktif",2005,"REIS",8,"P2",,"installed","Meisei-G1019-2018-Idirect","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:15.000Z",92.31,"Baik","Fair","Baik","92.3%"
183,"IA","KTMI","-7.6690660","131.5792050",59,"Station Type A, Kormomolin,Kepulauan Tanimbar,Maluku","Maluku",2,"Stageof-Maluku-Tenggara-Barat",9,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur6-2019-Libra","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",82.26,"Cukup Baik","Fair","Cukup Baik","82.3%"
184,"IA","KTTI","-10.0135600","124.5339000",87,"Station Type A, Kolbano,Timor Tengah Selatan,Nusa Tenggara","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur6-2019-Libra","posthole","inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",99.83,"Baik","Good","Baik","99.8%"
185,"IA","KUBSI","-4.7812100","123.1868400",59,"Kulisusu, Buton Utara, Sulawesi Tenggara","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",95.71,"Baik","Good","Baik","95.7%"
186,"IA","KUKI","-0.0850000","115.6625000",110,"Kutai Barat, Kalimantan Timur, Indonesia","Kalimantan Timur",15,"Stageof-Balikpapan",21,"aktif",2021,"BB2021",13,"P1",,"installed","Guralp-Minimus-2021-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",1,"Buruk","Poor","Buruk","1.0%"
187,"IA","KUSI","3.1964000","97.3706000",29,"Station Type A, Kluet Utara,Aceh Selatan,Aceh","Aceh",9,"Stageof-Aceh-Selatan",13,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur6-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",98.97,"Baik","Good","Baik","99.0%"
188,"IA","KWJI","-7.3837000","109.9691000",868,"Station Type B Kertek,Wonosobo,Jawa Tengah","Jawa Tengah",18,"Stageof-Banjarnegara",23,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2025-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",93.03,"Baik","Good","Baik","93.0%"
189,"IA","LASI","4.4572000","97.9704000",4.34,"Station Langsa, Aceh, Sumatra, Indonesia (BMKG)","Aceh",9,"Stageof-Deli-Serdang",27,"aktif",2009,"LIBRA",2,"P2",,"installed","Guralp-Minimus+2021-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",1,"Buruk","Poor","Buruk","1.0%"
190,"IA","LBFI","-8.4800000","119.8921000",75,"Station Labuhan Bajo China","Nusa Tenggara Timur",1,"Stageof-Alor",1,"aktif",2006,"China",3,"P1",,"not_installed","Guralp-Minimus+2023-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:15.000Z",94.74,"Baik","Good","Baik","94.7%"
191,"IA","LBNFM","-8.6017000","119.0124000",75,"Station Type MR, Lambu, Nusa Tenggara Barat","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2020,"MR2020",1,"P2",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:16.000Z",83.52,"Cukup Baik","Fair","Cukup Baik","83.5%"
192,"IA","LBTSI","-0.4750000","100.6250000",417,"Lintau Buo Utara, Tanah Datar, Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2025-10-23T07:13:45.000Z",97.92,"Baik","Good","Baik","97.9%"
193,"IA","LDSI","2.8860000","98.1570000",819,"Sukandebi, Sumatra Utara","Sumatera Utara",25,"Stageof-Deli-Serdang",27,"aktif",2019,"LIBRA",2,"P2",,"installed","Nanometrics-Centaur-2019-GSM","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:16.000Z",96.36,"Baik","Good","Baik","96.4%"
194,"IA","LEM","-6.8232500","107.6143000",1200,"Station Lembang, Indonesia","Jawa Barat",5,"Stageof-Bandung",5,"aktif",2006,"CTBTO",10,"P1",,"not_installed","Streckeisen-Centaur-2025-GSM-CTBTO",,"inside_BMKG_office","tidak_ada","baik",,,"/uploads/site_LEM_1765806860015.jpeg,/uploads/site_LEM_1765806871964.jpeg,/uploads/site_LEM_1765806881762.jpeg,/uploads/site_LEM_1765806901873.jpeg",,"2026-07-06T04:00:16.000Z",97.78,"Baik","Good","Baik","97.8%"
195,"IA","LEMFI","-8.7070000","120.1720000",187,"Lembor, Manggarai Barat, Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:16.000Z",99.79,"Baik","Very Good","Baik","99.8%"
196,"IA","LESM","-4.9614700","103.7125600",39,"Type MR, Lemong,Pesisir Barat,Lampung","Lampung",29,"Stageof-Lampung-Utara",24,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:16.000Z",85.77,"Cukup Baik","Fair","Cukup Baik","85.8%"
197,"IA","LHMI","5.2288000","96.9472000",3,"GEOFON Station Lhokseumave, Sumatra, Indonesia","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2007,"GFZ",11,"P1",,"not_installed","Kinemetrics-Q330-2007-GSM","bunker","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:16.000Z",99.59,"Baik","Fair","Baik","99.6%"
198,"IA","LHSM","-4.1779734","103.5742079",1494,"Type MR, Semendo,Lahat,Sumatera Selatan","Sumatera Selatan",17,"Stageof-Lampung-Utara",24,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:16.000Z",88.44,"Cukup Baik","Good","Cukup Baik","88.4%"
199,"IA","LISM","4.4785000","96.7874600",1374,"Type MR, Lingge Isaq,Aceh Tengah,Aceh","Aceh",9,"Stageof-Aceh-Besar",19,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",96.19,"Baik","Fair","Baik","96.2%"
200,"IA","LJPI","-3.1271000","139.9450000",405,"Station Type A, Lereh,Jayapura,Papua","Papua",8,"Stageof-Jayapura",8,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-Libra",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",0,"Mati","Fair","Mati","0.0%"
201,"IA","LKCI","-3.4921000","120.8858000",75,"Station Type A, Lasusua, Lasusua, Sulawesi Tenggara","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2019,"INA Type-A",5,"P2",,"installed","Nanometrics-Centaur-2019-Libra","surface","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",79.72,"Cukup Baik","Fair","Cukup Baik","79.7%"
202,"IA","LKSM","-0.1845000","100.6007000",186,"Type MR, Suliki,Limapuluh Koto,Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",77.96,"Cukup Baik","Fair","Cukup Baik","78.0%"
203,"IA","LKUCM","-3.2924000","122.2332000",107,"Station Type MR, Langgikima, Sulawesi Tenggara","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2020,"MR2020",1,"P1",,"installed","Kinemetrics-Q330S+2020-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",83.33,"Cukup Baik","Fair","Cukup Baik","83.3%"
204,"IA","LLSI","-3.2784300","102.9139000",129,"Station Type B Lubuk Linggau Barat,Kota Lubuk","Sumatera Selatan",17,"Stageof-Lampung-Utara",24,"aktif",2019,"INA Type-B",7,"P2",,"installed","Kinemetrics-Q330S+2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",90.95,"Baik","Good","Baik","91.0%"
205,"IA","LLSM","-5.6003900","104.8094300",37,"Type MR, Limau,Tanggamus,Lampung","Lampung",29,"Stageof-Lampung-Utara",24,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",93.98,"Baik","Good","Baik","94.0%"
206,"IA","LMNI","-8.2338600","123.7157000",74,"Station Lembata China","Nusa Tenggara Timur",1,"Stageof-Kupang",10,"aktif",2019,"China",3,"P2",,"not_installed","Quantera-Q8-2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",95.05,"Baik","Good","Baik","95.0%"
207,"IA","LMTI","-8.6011000","120.4771000",1145,"Station Type A, Langke Rembong,Manggarai,Nusa Tenggara Timur","Nusa Tenggara Timur",1,"Stageof-Sumba-Timur",14,"aktif",2019,"INA Type-A",5,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:17.000Z",88.98,"Cukup Baik","Good","Cukup Baik","89.0%"
208,"IA","LOCM","-1.6502000","120.1825000",1370,"Type MR, Lore Tengah,Poso,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P2",,"installed","Quantera-Q8-2024-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",91.15,"Baik","Fair","Baik","91.2%"
209,"IA","LOMSI","-4.9109500","122.7415700",58,"Lohia, Muna, Sulawesi Tenggara","Sulawesi Tenggara",11,"Stageof-Kendari",16,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-GSM",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",43.11,"Buruk","Good","Buruk","43.1%"
210,"IA","LPCM","-3.5012000","119.5378000",29,"Type MR, Lembang,Pinrang,Sulawesi Selatan","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",90.95,"Baik","Good","Baik","91.0%"
211,"IA","LPSM","-1.7082000","100.7196000",110,"Type MR, Lengayang,Pesisir Selatan,Sumatera Barat","Sumatera Barat",14,"Stageof-Padang-Panjang",20,"aktif",2019,"INA Minireg",4,"P2",,"installed","Nanometrics-Centaur-2019-Libra","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",71.17,"Cukup Baik","Poor","Cukup Baik","71.2%"
212,"IA","LRTI","-8.2752000","123.0000000",53,"Station LRTI","Nusa Tenggara Timur",1,"Stageof-Alor",1,"aktif",2012,"LIBRA",2,"P1",,"installed","Nanometrics-Centaur-2023-GSM","surface","inside_BMKG_office","tidak_ada","baik",,,,,"2026-07-06T04:00:17.000Z",0,"Mati","Fair","Mati","0.0%"
213,"IA","LSCM","-4.3650000","119.8987000",109,"Type MR, Lalabati Rilau,Soppeng,Sulawesi Selatan","Sulawesi Selatan",10,"Stageof-Gowa",15,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-GSM","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",99.32,"Baik","Good","Baik","99.3%"
214,"IA","LSNI","-8.9666400","117.2183000",24,"Lunyuk, Sumbawa, Nusat Tenggara Barat, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2021,"BB2021",13,"P1",,"installed","Guralp-Minimus+2021-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",84.64,"Cukup Baik","Fair","Cukup Baik","84.6%"
215,"IA","LTNI","-8.7687050","116.4847490",75,"Lombok Timur, Nusa Tenggara Barat, Indonesia","Nusa Tenggara Barat",20,"Stageof-Mataram",25,"aktif",2021,"BB2021",13,"P1",,"installed","Guralp-Minimus+2021-Idirect","posthole","outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",98.48,"Baik","Good","Baik","98.5%"
216,"IA","LTNSI","1.3360000","97.3200000",52,"Lahewa Timur, Nias Utara, Sumatera Utara","Sumatera Utara",25,"Stageof-Gunung-Sitoli",30,"aktif",2023,"IDRIP83",6,"P1",,"installed","Quantera-Q8-2023-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",99.36,"Baik","Good","Baik","99.4%"
217,"IA","LTSM","1.5293600","98.9305000",5,"Type MR, Lumut,Tapanuli Tengah,Sumatera Utara","Sumatera Utara",25,"Stageof-Gunung-Sitoli",30,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-Idirect",,"outside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",98.92,"Baik","Good","Baik","98.9%"
218,"IA","LUCM","-1.4262000","120.3225000",1102,"Type MR, Lore Utara,Poso,Sulawesi Tengah","Sulawesi Tengah",7,"Stageof-Palu",7,"aktif",2019,"INA Minireg",4,"P1",,"installed","Nanometrics-Centaur-2019-Libra",,"inside_BMKG_office","ada","baik",,,,,"2026-07-06T04:00:17.000Z",85.34,"Cukup Baik","Poor","Cukup Baik","85.3%"
